Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-07-30,24.90209197998047,25.040918973597083,24.867385231576314,25.040918973597083,75300
1993-08-02,24.971508026123047,25.05827490599144,24.93680127417569,24.93680127417569,41300
1993-08-03,24.988876342773438,25.092996660868327,24.902109411027695,25.02358311547173,81600
1993-08-04,24.988876342773438,25.04093650182088,24.91946279737684,24.988876342773434,434000
1993-08-05,24.93680191040039,24.98886203964966,24.902095157567544,24.98886203964966,36800
1993-08-06,24.971508026123047,25.02356815404408,24.93680127417569,25.006214778070404,402300
1993-08-09,25.110332489013672,25.17974598587342,24.988858869509116,25.040918992153927,828200
1993-08-10,25.09299087524414,25.110344257592168,25.058284110548094,25.092990875244144,604900
1993-08-11,25.09299087524414,25.16240440463624,25.075637492896117,25.075637492896117,542200
1993-08-12,25.023576736450195,25.162403791853524,24.936809826823115,25.162403791853524,303700
1993-08-13,25.058271408081055,25.075624781632357,25.04091803452975,25.04091803452975,103500
1993-08-16,25.19709014892578,25.266503620410425,25.075616573827652,25.075616573827652,241800
1993-08-17,25.283876419067383,25.283876419067383,25.179756131823453,25.179756131823453,369300
1993-08-18,25.422685623168945,25.474745730247108,25.353272147064732,25.370625516090787,414300
1993-08-19,25.422685623168945,25.440038992195,25.38797888511684,25.440038992195,28500
1993-08-20,25.440044403076172,25.440044403076172,25.35327753949133,25.3706309122083,80700
1993-08-23,25.387983322143555,25.405336694202433,25.335923205966907,25.335923205966907,15600
1993-08-24,25.665637969970703,25.665637969970703,25.38798400951125,25.38798400951125,273400
1993-08-25,25.682987213134766,25.78710743156639,25.63092710391895,25.665633843396158,242300
1993-08-26,25.700349807739258,25.839176815478563,25.596229551934776,25.700349807739254,120000
1993-08-27,25.682987213134766,25.682987213134766,25.63092710391895,25.63092710391895,25700
1993-08-30,25.78712272644043,25.821829486502935,25.70035582628417,25.70035582628417,183500
1993-08-31,25.856525421142578,25.85652542114258,25.735051811781506,25.769758557313242,66500
1993-09-01,25.82182502746582,25.873885158569585,25.76976489636206,25.76976489636206,136500
1993-09-02,25.73506736755371,25.873894433595805,25.71771398429845,25.83918766708528,472400
1993-09-03,25.75240135192871,25.787108092295192,25.68298787119575,25.71769461156223,630500
1993-09-07,25.578882217407227,25.787122778200228,25.544175457275056,25.75241601806806,196400
1993-09-08,25.492103576660156,25.578870437029998,25.31856985592047,25.578870437029998,269900
1993-09-09,25.54417610168457,25.561529482188433,25.387995677149814,25.387995677149814,239200
1993-09-10,25.769775390625,25.787128774726433,25.578888165509262,25.613594933712122,106500
1993-09-13,25.78712272644043,25.856536246565437,25.78712272644043,25.856536246565437,66900
1993-09-14,25.682987213134766,25.717693952611974,25.59622036444174,25.717693952611974,184500
1993-09-15,25.75240135192871,25.76975472211195,25.492100799180104,25.578867650096306,101000
1993-09-16,25.648284912109375,25.73505177581746,25.630931539367758,25.717698403075843,54300
1993-09-17,25.598546981811523,25.650931457217688,25.563623998207415,25.63346996541563,200900
1993-09-20,25.389026641845703,25.68587220780951,25.389026641845703,25.63348769616884,57800
1993-09-21,25.30172348022461,25.45887704221358,25.039800876909652,25.423954028438253,318200
1993-09-22,25.51125144958496,25.546174449515945,25.354097949895525,25.38902094982651,439700
1993-09-23,25.650936126708984,25.668397621689724,25.546167156824534,25.581090146786018,88500
1993-09-24,25.58108901977539,25.633473502409743,25.546166031352488,25.616012008198293,53500
1993-09-27,25.8604793548584,25.8604793548584,25.773171862100607,25.773171862100607,274600
1993-09-28,25.808095932006836,25.877941929116464,25.79063443272943,25.877941929116464,158300
1993-09-29,25.720792770385742,25.877946290367735,25.685869765945302,25.80810028148685,221000
1993-09-30,25.66840362548828,25.77317261987803,25.616019128293406,25.720788122683153,99300
1993-10-01,25.790630340576172,25.825553333589816,25.59855387900113,25.633476872014775,22700
1993-10-04,25.8255558013916,25.825555801391605,25.75570980869007,25.825555801391605,1038500
1993-10-05,25.790630340576172,25.877937823110283,25.70332285804206,25.877937823110283,436500
1993-10-06,25.77315902709961,25.912850945945678,25.77315902709961,25.808082006811127,209200
1993-10-07,25.703332901000977,25.808101920977883,25.685871397671495,25.808101920977883,59400
1993-10-08,25.73826026916504,25.790644788030367,25.546183699992167,25.773183281741925,54400
1993-10-11,25.790630340576172,25.84301483009664,25.790630340576172,25.790630340576172,467100
1993-10-12,25.8255558013916,25.843017299566988,25.808094303216222,25.825555801391605,26200
1993-10-13,25.8255558013916,25.843017299566988,25.790632805040836,25.843017299566988,139100
1993-10-14,26.157337188720703,26.157337188720703,25.860491573094365,25.93033760030056,108100
1993-10-15,26.297019958496094,26.34940446040545,26.209712455313838,26.279558457859643,1502500
1993-10-18,26.22718048095703,26.279564995899023,26.192257470995703,26.279564995899023,722400
1993-10-19,26.035104751586914,26.244642817998077,26.035104751586914,26.192258301395288,880100
1993-10-20,26.07002830505371,26.122412822746384,26.017643787361035,26.122412822746384,230400
1993-10-21,26.035104751586914,26.087489268189707,26.00018174051839,26.087489268189707,56200
1993-10-22,25.912860870361328,26.17478331851188,25.912860870361328,26.07001433925166,390700
1993-10-25,25.982707977294922,26.01763097188806,25.860477496218937,25.930323485405214,114500
1993-10-26,25.965255737304688,25.98271724082675,25.877948219694385,25.965255737304688,186200
1993-10-27,25.982707977294922,26.00016947459149,25.930323485405214,25.930323485405214,118400
1993-10-28,26.174789428710938,26.24463543118915,26.017635923134954,26.017635923134954,129600
1993-10-29,26.174789428710938,26.19225092933049,26.13986642747183,26.157327928091384,80700
1993-11-01,26.244640350341797,26.26210185423424,26.139871326987137,26.139871326987137,36400
1993-11-02,26.22718048095703,26.26210349091836,26.070026936131057,26.20971897597637,262100
1993-11-03,25.89541244506836,26.209719541502093,25.77318190756635,26.209719541502093,479100
1993-11-04,25.61601448059082,25.895398414939457,25.598552984694027,25.895398414939457,130400
1993-11-05,25.73826026916504,25.73826026916504,25.441414662261508,25.546183699992167,363200
1993-11-08,25.77315902709961,25.843004986522644,25.68585157782082,25.75569753724385,367600
1993-11-09,25.790630340576172,25.965245305644395,25.77316884406935,25.947783809137572,246900
1993-11-10,25.982707977294922,25.982707977294922,25.720785517846384,25.79063150703266,46500
1993-11-11,25.912860870361328,26.05255284270829,25.89539937381796,25.98270685653481,88900
1993-11-12,26.035104751586914,26.12241227925823,25.947797223915597,25.96525872944986,108200
1993-11-15,26.01763153076172,26.087477521448328,25.94778554007511,26.087477521448328,243300
1993-11-16,26.139873504638672,26.157335009985793,25.96525845116747,26.070027483250193,492600
1993-11-17,26.00018310546875,26.157336663527328,25.93033707966494,26.157336663527328,39600
1993-11-18,25.930334091186523,26.01764161337907,25.860488073432485,25.965257100063543,240800
1993-11-19,25.877952575683594,25.912875588606244,25.82556805629962,25.843029562760943,106000
1993-11-22,25.720792770385742,25.825561783707073,25.63348525928464,25.80810028148685,165300
1993-11-23,25.8604793548584,25.877940853409957,25.72078736644593,25.8604793548584,89700
1993-11-24,25.965255737304688,25.98271724082675,25.895409723216446,25.930332730260567,77200
1993-11-26,25.982707977294922,26.03509246918463,25.965246479998353,26.03509246918463,1019800
1993-11-29,25.877952575683594,26.10495215968082,25.877952575683594,26.052567640296843,517500
1993-11-30,25.89541244506836,26.017642982570365,25.84302792899607,25.860489434353497,230000
1993-12-01,25.930334091186523,26.05256462225609,25.930334091186523,26.03510311781758,379200
1993-12-02,26.00018310546875,26.017644611919703,25.93033707966494,25.9827215990178,352000
1993-12-03,26.104948043823242,26.104948043823242,25.98271751786554,25.98271751786554,306000
1993-12-06,26.1922550201416,26.227178026835123,26.139870510101318,26.139870510101318,99500
1993-12-07,26.174789428710938,26.20971242995004,26.13986642747183,26.19225092933049,88800
1993-12-08,26.174789428710938,26.174789428710938,26.13986642747183,26.174789428710938,146700
1993-12-09,26.08749008178711,26.20972062433899,26.05256706962943,26.174797612181308,416500
1993-12-10,26.035104751586914,26.10495077372397,25.982720234984125,26.10495077372397,412900
1993-12-13,26.1922550201416,26.1922550201416,26.00017848332723,26.03510149002075,273200
1993-12-14,26.00018310546875,26.209721182880184,26.00018310546875,26.209721182880184,41900
1993-12-15,25.965255737304688,26.052563254914993,25.965255737304688,26.035101751392933,82600
1993-12-16,26.052562713623047,26.070024216782315,26.017639707304518,26.070024216782315,78200
1993-12-17,26.195743560791016,26.213324596737856,26.09025734510998,26.10783838105682,104700
1993-12-20,26.230899810791016,26.248480842835782,26.160575682611952,26.17815671465672,68800
1993-12-21,26.14299964904785,26.195742755266508,26.10783757823541,26.195742755266508,205700
1993-12-22,26.31881332397461,26.336394361599176,26.160583985353522,26.213327098227218,410300
1993-12-23,26.30119514465332,26.353938183045006,26.266033119058864,26.30119514465332,533800
1993-12-27,26.44186782836914,26.441867828369144,26.30121959523952,26.30121959523952,447100
1993-12-28,26.494617462158203,26.51219849564338,26.40671229473233,26.424293328217505,880600
1993-12-29,26.459461212158203,26.52978536155929,26.441880174807935,26.51220432420902,266700
1993-12-30,26.353961944580078,26.441867087824175,26.301218858633618,26.441867087824175,219900
1993-12-31,26.21331787109375,26.441871279761905,26.195736839657737,26.40670921688988,312900
1994-01-03,26.14299964904785,26.248485861485165,26.10783757823541,26.213323790672728,960900
1994-01-04,26.24847984313965,26.248479843139652,26.14299365488859,26.17815571763894,164300
1994-01-05,26.30119514465332,26.318776157450547,26.178128055072722,26.28361413185609,710900
1994-01-06,26.30119514465332,26.353938183045006,26.266033119058864,26.336357170247776,201000
1994-01-07,26.459461212158203,26.477042249508475,26.283650838655493,26.353974988056578,775500
1994-01-10,26.775924682617188,26.775924682617188,26.42430387260252,26.49462803460545,593700
1994-01-11,26.723167419433594,26.758329481827584,26.635262263448613,26.758329481827584,295200
1994-01-12,26.635272979736328,26.740759209359044,26.54736778838406,26.740759209359044,158400
1994-01-13,26.564931869506836,26.617674950650795,26.529769815410862,26.564931869506836,244300
1994-01-14,26.670429229736328,26.723172333025193,26.652848195306706,26.652848195306706,137200
1994-01-17,26.670429229736328,26.70559129859557,26.61768612644746,26.670429229736328,17700
1994-01-18,26.705577850341797,26.740739901494322,26.652834773613012,26.7055778503418,166400
1994-01-19,26.635272979736328,26.705597132818138,26.582529864924968,26.670435056277235,200800
1994-01-20,26.705577850341797,26.72315887591806,26.652834773613012,26.670415799189275,281100
1994-01-21,26.652856826782227,26.74076202739826,26.63527578665902,26.74076202739826,85600
1994-01-24,26.547365188598633,26.758337627183526,26.547365188598636,26.63527037134234,373800
1994-01-25,26.547365188598633,26.582527261696118,26.494622078952414,26.564946225147377,310400
1994-01-26,26.617687225341797,26.635268260497238,26.512201014409133,26.547363084720022,145100
1994-01-27,26.863815307617188,26.89897736953815,26.635261905130914,26.670423967051878,344500
1994-01-28,26.934146881103516,27.022052060219387,26.934146881103512,26.969308952749863,356500
1994-01-31,27.12752914428711,27.180272234003805,27.004461934948154,27.039623994759285,313800
1994-02-01,26.986902236938477,27.09238849975387,26.951740149333343,27.09238849975387,303600
1994-02-02,27.16269302368164,27.16269302368164,27.057206837181905,27.074787868265194,307600
1994-02-03,27.039621353149414,27.10994546590143,26.951716212209398,27.10994546590143,466100
1994-02-04,26.42428970336914,27.074787853086146,26.42428970336914,27.039625790939283,1403200
1994-02-07,26.547365188598633,26.6176893347936,26.353973786562484,26.353973786562484,516400
1994-02-08,26.564931869506836,26.600093923602806,26.45944570721892,26.600093923602806,188200
1994-02-09,26.670429229736328,26.68801026416595,26.547361988728973,26.582524057588216,144600
1994-02-10,26.44186782836914,26.670421207204782,26.441867828369144,26.652840178063578,883900
1994-02-11,26.52977752685547,26.600101655488615,26.336386173114306,26.45945339822232,519400
1994-02-14,26.564931869506836,26.652837004746765,26.441864680170934,26.477026734266904,2742100
1994-02-15,26.705577850341797,26.72315887591806,26.582510671307965,26.61767272246049,374700
1994-02-16,26.688007354736328,26.740750452275332,26.635264257197324,26.740750452275332,287600
1994-02-17,26.52977752685547,26.82865507354635,26.45945339822232,26.811074041388064,342400
1994-02-18,26.37155532836914,26.564946734110514,26.30123118082682,26.547365697224937,313300
1994-02-22,26.635272979736328,26.635272979736328,26.441881558761345,26.441881558761345,154500
1994-02-23,26.564931869506836,26.68799905884274,26.477026734266904,26.67041803179475,391700
1994-02-24,26.21331787109375,26.477033342633927,26.195736839657737,26.477033342633927,770800
1994-02-25,26.336393356323242,26.336393356323242,26.195745060695348,26.24848817155581,531300
1994-02-28,26.336393356323242,26.47704165195114,26.336393356323242,26.40671750413719,333000
1994-03-01,26.230899810791016,26.389129099193912,26.09025155443289,26.336386003059612,423600
1994-03-02,26.266069412231445,26.266069412231445,25.826543484985272,25.89686763334466,581500
1994-03-03,26.195743560791016,26.230905632684696,26.12541941700366,26.230905632684696,223200
1994-03-04,26.266069412231445,26.336393560590835,26.107840078422825,26.19574526387206,595800
1994-03-07,26.406715393066406,26.441877464162367,26.35397228642247,26.35397228642247,539800
1994-03-08,26.30119514465332,26.424262234233918,26.266033119058864,26.424262234233918,880300
1994-03-09,26.42428970336914,26.441870734442574,26.21331733048795,26.33638454800198,2500100
1994-03-10,26.21331787109375,26.40670921688988,26.12541271391369,26.40670921688988,207400
1994-03-11,26.353961944580078,26.389124001877715,26.107827543496608,26.24847577268716,576600
1994-03-14,26.38912010192871,26.459444206131053,26.35395804982754,26.459444206131053,345900
1994-03-15,26.37155532836914,26.494622586568198,26.35397429148356,26.44187947591146,748600
1994-03-16,26.582529067993164,26.582529067993164,26.31881350184244,26.406718690559345,455500
1994-03-17,26.582529067993164,26.617691143479927,26.494623879276254,26.494623879276254,133000
1994-03-18,26.57672119140625,26.612086089864544,26.435261597573085,26.45294404680223,365500
1994-03-21,26.505990982055664,26.559038328917683,26.43526118623964,26.48830853310166,324800
1994-03-22,26.57672119140625,26.62976853909369,26.45294404680223,26.505991394489666,435700
1994-03-23,26.559043884277344,26.629773694887934,26.541361431624694,26.559043884277344,698500
1994-03-24,26.240753173828125,26.50598989728326,26.11697603621573,26.452942552592233,1200500
1994-03-25,25.993200302124023,26.32916683664127,25.99320030212402,26.258437039900798,100900
1994-03-28,26.028575897216797,26.063940810120624,25.79870396334192,26.028575897216797,1117200
1994-03-29,25.515769958496094,26.04624334640662,25.515769958496097,26.028560900142935,338400
1994-03-30,25.162147521972656,25.60420914393282,25.162147521972656,25.533479284419194,1123900
1994-03-31,25.232858657836914,25.28590601310917,24.631655298084667,25.16212885080724,788800
1994-04-04,24.84383773803711,24.914567525191664,24.52555369584162,24.52555369584162,2627300
1994-04-05,25.35664176940918,25.356641769409176,25.09140493081703,25.09140493081703,1179000
1994-04-06,25.35664176940918,25.409689137127607,25.179817210347746,25.392006681221464,516500
1994-04-07,25.48041534423828,25.533462704427535,25.197496089895594,25.338955717066938,666100
1994-04-08,25.28589630126953,25.427355860996915,25.162119186508072,25.427355860996915,242400
1994-04-11,25.392004013061523,25.49809873735008,25.29475051579701,25.356639104965335,203300
1994-04-12,25.35664176940918,25.462736504846035,25.30359440169075,25.418530365080677,1409200
1994-04-13,25.224021911621094,25.409687688047324,25.03835613519486,25.34779909590525,364100
1994-04-14,25.232858657836914,25.365477046017556,25.1267639472924,25.17981130256466,419900
1994-04-15,25.232858657836914,25.33895336838143,25.188652528443367,25.224017431958206,387300
1994-04-18,25.064857482910156,25.3300940700309,24.985286506773935,25.25936431346537,369100
1994-04-19,25.100244522094727,25.197498023237046,24.888055065056943,25.038355930458707,472200
1994-04-20,25.07370376586914,25.188639643498302,24.941085445527804,25.126751094005677,508000
1994-04-21,25.40968894958496,25.44505386113623,25.091404745623564,25.17981702450173,200300
1994-04-22,25.38315773010254,25.48925243325866,25.312427927998456,25.47156998273264,301800
1994-04-25,25.648399353027344,25.666081806907403,25.37432131788641,25.37432131788641,394600
1994-04-26,25.62187385559082,25.657238760843533,25.568826497711747,25.61303262927764,399000
1994-04-28,25.43621063232422,25.60419394897843,25.35663958759328,25.56882904020912,287000
1994-04-29,25.515769958496094,25.551134851023463,25.35662794212294,25.391992834650306,481900
1994-05-02,25.67491912841797,25.869426091512047,25.42736481175278,25.515777067704636,275000
1994-05-03,25.648399353027344,25.692605487727494,25.498098495046833,25.683764260787463,183400
1994-05-04,25.60418128967285,25.70143474070407,25.506927838641637,25.70143474070407,401900
1994-05-05,25.568824768066406,25.67491947664759,25.568824768066403,25.630713348072096,659800
1994-05-06,25.32125473022461,25.44503181340308,25.232842527954272,25.44503181340308,216300
1994-05-09,25.100244522094727,25.32127520650909,25.056038385211856,25.25054538749649,499300
1994-05-10,25.294750213623047,25.3743212558889,25.206337944438765,25.22402039827562,583400
1994-05-11,25.064857482910156,25.303570411318827,24.994127726344626,25.26820553303606,210600
1994-05-12,25.18864631652832,25.2505348824166,25.126757750640046,25.224011211321624,305200
1994-05-13,25.18864631652832,25.259376106114924,25.06486918475177,25.259376106114924,321300
1994-05-16,25.197500228881836,25.321277422988626,25.188659000731352,25.24170636963426,450400
1994-05-17,25.568824768066406,25.568824768066403,25.179810836602048,25.215175739462442,470200
1994-05-18,25.754486083984375,25.851739550144288,25.47156690970099,25.586502824253614,824800
1994-05-19,25.878253936767578,25.948983704958266,25.70142951629086,25.70142951629086,531000
